[24/06/2021 - 17:52:22] - ANTIXITER: Kauan_Santos[0] parece estar usando auto cbug, /tvon nele rápido!
[05/07/2021 - 22:05:38] - ANTIXITER: |AVISO[4]| Pedro_Kaua(33) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[05/07/2021 - 22:05:38] - ANTIXITER: |AVISO[5]| Pedro_Kaua(33) Está com suspeita de AIMBOT, faixa de tiro: M4(faixa normal:90.000000)
[05/07/2021 - 22:05:59] - ANTIXITER: |AVISO[6]| (80) Está com suspeita de Aimbot(Hit with Random Aim with !)
[05/07/2021 - 22:06:00] - ANTIXITER: |AVISO[7]| (80) Está com suspeita de Aimbot(Hit with Random Aim with !/)
[05/07/2021 - 22:06:03] - ANTIXITER: |AVISO[8]| (80) Está com suspeita de Aimbot(Hit with Random Aim with !')
[05/07/2021 - 22:06:04] - ANTIXITER: |AVISO[9]| (80) Está com suspeita de Aimbot(Hit with Random Aim with !´)
[05/07/2021 - 22:06:06] - ANTIXITER: |AVISO[10]| (80) Está com suspeita de Aimbot(Hit with Random Aim with !)
[05/07/2021 - 22:06:07] - ANTIXITER: |AVISO[11]| (80) Está com suspeita de Aimbot(Hit with Random Aim with !±)
[05/07/2021 - 22:06:08] - ANTIXITER: |AVISO[12]| (80) Está com suspeita de Aimbot(Hit with Random Aim with !|)
[05/07/2021 - 22:06:09] - ANTIXITER: |AVISO[13]| Pedro_Kaua(33) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[05/07/2021 - 22:06:09] - ANTIXITER: |AVISO[13]| Pedro_Kaua(33) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[05/07/2021 - 22:06:10] - ANTIXITER: |AVISO[14]| Pedro_Kaua(33) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[05/07/2021 - 22:06:10] - ANTIXITER: |AVISO[14]| Pedro_Kaua(33) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[05/07/2021 - 22:09:29] - ANTIXITER: Natan_Insane[48] parece estar usando auto cbug, /tvon nele rápido!
[05/07/2021 - 22:09:38] - ANTIXITER: Natan_Insane[48] parece estar usando auto cbug, /tvon nele rápido!
[05/07/2021 - 22:09:59] - ANTIXITER: Djonatan_Silva[34] parece estar usando auto cbug, /tvon nele rápido!
[05/07/2021 - 22:10:09] - ANTIXITER: RAPOZA_BB[4] parece estar usando auto cbug, /tvon nele rápido!
[05/07/2021 - 22:10:14] - ANTIXITER: RAPOZA_BB[4] parece estar usando auto cbug, /tvon nele rápido!
[05/07/2021 - 22:10:53] - ANTIXITER: Natan_Insane[48] parece estar usando auto cbug, /tvon nele rápido!
[05/07/2021 - 22:11:01] - ANTIXITER: Djonatan_Silva[34] parece estar usando auto cbug, /tvon nele rápido!
[05/07/2021 - 23:25:05] - ANTIXITER: |AVISO[5]| GRINGOGG(11) disparou 10 tiros continuamente com a arma: M4(31)
[05/07/2021 - 23:44:02] - ANTIXITER: Maicon_Lopes[1] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 00:15:18] - ANTIXITER: texugo_gg[2] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 00:15:31] - ANTIXITER: texugo_gg[2] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 00:43:18] - ANTIXITER: Natan_Insane[21] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 00:43:21] - ANTIXITER: Natan_Insane[21] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 00:43:24] - ANTIXITER: Natan_Insane[21] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 00:43:27] - ANTIXITER: Natan_Insane[21] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 00:43:38] - ANTIXITER: Natan_Insane[21] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 00:44:02] - ANTIXITER: Natan_Insane[21] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 00:44:25] - ANTIXITER: Natan_Insane[21] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 00:44:56] - ANTIXITER: Natan_Insane[21] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 00:45:59] - ANTIXITER: Natan_Insane[21] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 00:51:52] - ANTIXITER: Djonatan_Silva[27] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 00:51:55] - ANTIXITER: Djonatan_Silva[27] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 00:51:58] - ANTIXITER: Djonatan_Silva[27] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 00:52:01] - ANTIXITER: Djonatan_Silva[27] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 00:53:16] - ANTIXITER: |AVISO[1]| texugo_gg(2) Está com suspeita de AIMBOT, faixa de tiro: M4(faixa normal:90.000000)
[06/07/2021 - 00:53:16] - ANTIXITER: |AVISO[2]| texugo_gg(2) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 00:53:16] - ANTIXITER: |AVISO[2]| texugo_gg(2) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 00:53:16] - ANTIXITER: |AVISO[3]| texugo_gg(2) Está com suspeita de AIMBOT, faixa de tiro: M4(faixa normal:90.000000)
[06/07/2021 - 00:53:16] - ANTIXITER: |AVISO[3]| (116) Está com suspeita de Aimbot(Hit with Random Aim with )
[06/07/2021 - 00:53:16] - ANTIXITER: |AVISO[4]| texugo_gg(2) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 00:53:16] - ANTIXITER: |AVISO[4]| texugo_gg(2) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 00:53:17] - ANTIXITER: |AVISO[5]| texugo_gg(2) Está com suspeita de AIMBOT, faixa de tiro: M4(faixa normal:90.000000)
[06/07/2021 - 00:53:18] - ANTIXITER: |AVISO[6]| texugo_gg(2) Está com suspeita de AIMBOT, faixa de tiro: M4(faixa normal:90.000000)
[06/07/2021 - 00:53:18] - ANTIXITER: |AVISO[7]| texugo_gg(2) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 00:53:18] - ANTIXITER: |AVISO[7]| texugo_gg(2) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 00:53:19] - ANTIXITER: |AVISO[8]| texugo_gg(2) Está com suspeita de AIMBOT, faixa de tiro: M4(faixa normal:90.000000)
[06/07/2021 - 00:53:20] - ANTIXITER: |AVISO[9]| texugo_gg(2) Está com suspeita de AIMBOT, faixa de tiro: M4(faixa normal:90.000000)
[06/07/2021 - 00:53:21] - ANTIXITER: |AVISO[10]| texugo_gg(2) Está com suspeita de AIMBOT, faixa de tiro: M4(faixa normal:90.000000)
[06/07/2021 - 00:53:34] - ANTIXITER: |AVISO[11]| texugo_gg(2) disparou 10 tiros continuamente com a arma: M4(31)
[06/07/2021 - 00:53:36] - ANTIXITER: |AVISO[12]| texugo_gg(2) disparou 10 tiros continuamente com a arma: M4(31)
[06/07/2021 - 00:53:43] - ANTIXITER: |AVISO[13]| texugo_gg(2) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 00:53:43] - ANTIXITER: |AVISO[13]| texugo_gg(2) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 00:53:43] - ANTIXITER: |AVISO[14]| (116) Está com suspeita de Aimbot(Hit with Random Aim with û)
[06/07/2021 - 00:53:43] - ANTIXITER: |AVISO[15]| texugo_gg(2) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 00:53:43] - ANTIXITER: |AVISO[15]| texugo_gg(2) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 00:57:34] - ANTIXITER: |AVISO[1]| Rafaela_Maniok(28) disparou 10 tiros continuamente com a arma: M4(31)
[06/07/2021 - 00:57:39] - ANTIXITER: |AVISO[4]| (99) Está com suspeita de Aimbot(Hit with Random Aim with )
[06/07/2021 - 01:00:15] - ANTIXITER: |AVISO[2]| (76) Está com suspeita de Aimbot(Hit with Random Aim with )
[06/07/2021 - 01:00:15] - ANTIXITER: |AVISO[3]| (76) Está com suspeita de Aimbot(Hit with Random Aim with )
[06/07/2021 - 01:07:45] - ANTIXITER: Djonatan_Silva[27] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 01:24:56] - ANTIXITER: |AVISO[2]| Rafaela_Maniok(28) disparou 10 tiros continuamente com a arma: M4(31)
[06/07/2021 - 01:32:25] - [5/7/2021] [3:43:23] Madara_uchirra00 IP:45.163.116.82 foi banido pelo admin Automático, motivo: Xiter Velocidade
[06/07/2021 - 01:33:37] - ANTIXITER: Natan_Insane[21] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 01:43:09] - ANTIXITER: Natan_Insane[21] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 01:57:57] - ANTIXITER: |AVISO[16]| Dias_DZ7(2) disparou 10 tiros continuamente com a arma: M4(31)
[06/07/2021 - 02:02:44] - ANTIXITER: |AVISO[1]| Dias_DZ7(32) disparou 10 tiros continuamente com a arma: M4(31)
[06/07/2021 - 02:11:03] - ANTIXITER: |AVISO[1]| Carlos_Sales(3) disparou 10 tiros continuamente com a arma: M4(31)
[06/07/2021 - 02:30:50] - ANTIXITER: |AVISO[1]| Rafaela_Maniok(29) disparou 10 tiros continuamente com a arma: M4(31)
[06/07/2021 - 02:33:10] - ANTIXITER: |AVISO[1]| carioca_zk(6) Está com suspeita de AIMBOT, faixa de tiro: M4(faixa normal:90.000000)
[06/07/2021 - 02:33:10] - ANTIXITER: |AVISO[1]| carioca_zk(6) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 02:33:10] - ANTIXITER: |AVISO[1]| carioca_zk(6) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 02:55:52] - ANTIXITER: |AVISO[2]| Carlos_Sales(3) disparou 10 tiros continuamente com a arma: M4(31)
[06/07/2021 - 03:06:00] - ANTIXITER: |AVISO[1]| (87) Está com suspeita de Aimbot(Hit with Random Aim with ,)
[06/07/2021 - 03:06:10] - ANTIXITER: |AVISO[2]| WILL_$9ANOS(13) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 03:06:10] - ANTIXITER: |AVISO[2]| WILL_$9ANOS(13) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 03:06:11] - ANTIXITER: |AVISO[3]| (87) Está com suspeita de Aimbot(Hit with Random Aim with )
[06/07/2021 - 03:06:11] - ANTIXITER: |AVISO[4]| WILL_$9ANOS(13) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 03:06:11] - ANTIXITER: |AVISO[4]| WILL_$9ANOS(13) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 03:06:12] - ANTIXITER: |AVISO[5]| WILL_$9ANOS(13) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 03:06:12] - ANTIXITER: |AVISO[5]| WILL_$9ANOS(13) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 03:06:12] - ANTIXITER: |AVISO[6]| (87) Está com suspeita de Aimbot(Hit with Random Aim with Ã)
[06/07/2021 - 03:52:37] - ANTIXITER: |AVISO[1]| Gefin_DAboca(14) disparou 10 tiros continuamente com a arma: M4(31)
[06/07/2021 - 04:00:14] - ANTIXITER: |AVISO[2]| Luffy_los(20) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 04:00:14] - ANTIXITER: |AVISO[2]| Luffy_los(20) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 04:00:14] - ANTIXITER: |AVISO[3]| (76) Está com suspeita de Aimbot(Hit with Random Aim with å)
[06/07/2021 - 04:00:14] - ANTIXITER: |AVISO[4]| Luffy_los(20) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 04:00:14] - ANTIXITER: |AVISO[4]| Luffy_los(20) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 04:00:14] - ANTIXITER: |AVISO[5]| Luffy_los(20) disparou 10 tiros continuamente com a arma: MP5(29)
[06/07/2021 - 04:00:14] - ANTIXITER: |AVISO[6]| Luffy_los(20) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 04:00:14] - ANTIXITER: |AVISO[6]| Luffy_los(20) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 04:00:14] - ANTIXITER: |AVISO[6]| (76) Está com suspeita de Aimbot(Hit with Random Aim with K)
[06/07/2021 - 14:00:14] - ANTIXITER: Lucas_KiLLer[15] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 14:00:38] - ANTIXITER: Lucas_KiLLer[15] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 14:00:47] - ANTIXITER: Lucas_KiLLer[15] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 14:11:42] - ANTIXITER: Lucas_KiLLer[19] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 14:17:34] - ANTIXITER: |AVISO[6]| GRINGOGG(11) Está com suspeita de AIMBOT, faixa de tiro: M4(faixa normal:90.000000)
[06/07/2021 - 14:17:34] - ANTIXITER: |AVISO[7]| GRINGOGG(11) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 14:17:34] - ANTIXITER: |AVISO[7]| GRINGOGG(11) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 14:18:49] - ANTIXITER: Natan_Insane[7] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 14:19:28] - ANTIXITER: Natan_Insane[7] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 14:57:05] - ANTIXITER: |AVISO[1]| Dias_DZ7(18) disparou 10 tiros continuamente com a arma: M4(31)
[06/07/2021 - 14:57:05] - ANTIXITER: |AVISO[1]| HARlDADE(1) disparou 10 tiros continuamente com a arma: M4(31)
[06/07/2021 - 16:07:25] - ANTIXITER: |AVISO[17]| Real_Train(2) disparou 10 tiros continuamente com a arma: M4(31)
[06/07/2021 - 16:10:37] - ANTIXITER: MEKLOV_Style[26] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 16:10:39] - ANTIXITER: MEKLOV_Style[26] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 16:10:43] - ANTIXITER: MEKLOV_Style[26] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 16:10:45] - ANTIXITER: MEKLOV_Style[26] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 16:10:47] - ANTIXITER: MEKLOV_Style[26] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 16:10:50] - ANTIXITER: MEKLOV_Style[26] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 18:04:38] - ANTIXITER: |AVISO[2]| (70) Está com suspeita de Aimbot(Hit with Random Aim with p)
[06/07/2021 - 18:12:14] - ANTIXITER: |AVISO[2]| Pedro_Kaua(6) disparou 10 tiros continuamente com a arma: M4(31)
[06/07/2021 - 18:25:36] - ANTIXITER: |AVISO[8]| Lucas_pinto(11) disparou 10 tiros continuamente com a arma: M4(31)
[06/07/2021 - 18:46:06] - ANTIXITER: |AVISO[4]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:06] - ANTIXITER: |AVISO[4]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:07] - ANTIXITER: |AVISO[5]| (82) Está com suspeita de Aimbot(Hit with Random Aim with )
[06/07/2021 - 18:46:07] - ANTIXITER: |AVISO[6]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:07] - ANTIXITER: |AVISO[6]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:08] - ANTIXITER: |AVISO[7]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:08] - ANTIXITER: |AVISO[7]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:08] - ANTIXITER: |AVISO[7]| (82) Está com suspeita de Aimbot(Hit with Random Aim with )
[06/07/2021 - 18:46:09] - ANTIXITER: |AVISO[8]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:09] - ANTIXITER: |AVISO[8]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:09] - ANTIXITER: |AVISO[9]| (82) Está com suspeita de Aimbot(Hit with Random Aim with )
[06/07/2021 - 18:46:10] - ANTIXITER: |AVISO[10]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:10] - ANTIXITER: |AVISO[10]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:10] - ANTIXITER: |AVISO[11]| Renan_enzo(27) disparou 10 tiros continuamente com a arma: AK-47(30)
[06/07/2021 - 18:46:10] - ANTIXITER: |AVISO[12]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:10] - ANTIXITER: |AVISO[12]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:10] - ANTIXITER: |AVISO[12]| (82) Está com suspeita de Aimbot(Hit with Random Aim with E)
[06/07/2021 - 18:46:11] - ANTIXITER: |AVISO[13]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:11] - ANTIXITER: |AVISO[13]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:11] - ANTIXITER: |AVISO[14]| (82) Está com suspeita de Aimbot(Hit with Random Aim with z)
[06/07/2021 - 18:46:23] - ANTIXITER: |AVISO[15]| Renan_enzo(27) disparou 10 tiros continuamente com a arma: AK-47(30)
[06/07/2021 - 18:46:23] - ANTIXITER: |AVISO[16]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:23] - ANTIXITER: |AVISO[16]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:24] - ANTIXITER: |AVISO[17]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:24] - ANTIXITER: |AVISO[17]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:24] - ANTIXITER: |AVISO[17]| (82) Está com suspeita de Aimbot(Hit with Random Aim with Y)
[06/07/2021 - 18:46:24] - ANTIXITER: |AVISO[18]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:24] - ANTIXITER: |AVISO[18]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:25] - ANTIXITER: |AVISO[19]| Renan_enzo(27) disparou 10 tiros continuamente com a arma: AK-47(30)
[06/07/2021 - 18:46:25] - ANTIXITER: |AVISO[20]| (82) Está com suspeita de Aimbot(Hit with Random Aim with 1)
[06/07/2021 - 18:46:25] - ANTIXITER: |AVISO[21]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:25] - ANTIXITER: |AVISO[21]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:26] - ANTIXITER: |AVISO[22]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:26] - ANTIXITER: |AVISO[22]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:26] - ANTIXITER: |AVISO[22]| (82) Está com suspeita de Aimbot(Hit with Random Aim with )
[06/07/2021 - 18:46:26] - ANTIXITER: |AVISO[23]| Renan_enzo(27) disparou 10 tiros continuamente com a arma: AK-47(30)
[06/07/2021 - 18:46:26] - ANTIXITER: |AVISO[24]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:26] - ANTIXITER: |AVISO[24]| Renan_enzo(27) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 18:46:27] - ANTIXITER: |AVISO[25]| (82) Está com suspeita de Aimbot(Hit with Random Aim with p)
[06/07/2021 - 18:48:04] - ANTIXITER: |AVISO[9]| Lucas_pinto(11) disparou 10 tiros continuamente com a arma: MP5(29)
[06/07/2021 - 18:51:52] - ANTIXITER: Gabrielzin_Maniok[15] suspeito de rapid fire, /tvon nele rápido!
[06/07/2021 - 19:06:23] - ANTIXITER: |AVISO[2]| alan_br(18) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 19:06:23] - ANTIXITER: |AVISO[2]| alan_br(18) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 19:07:54] - [AdmAviso] Leticia_maniok ID:[26] está a 485 KM/h, TV nele pode ser Speed Hack.
[06/07/2021 - 19:26:30] - ANTIXITER: Natan_Insane[27] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 19:27:52] - ANTIXITER: |AVISO[4]| Felipe_SG(8) disparou 10 tiros continuamente com a arma: M4(31)
[06/07/2021 - 19:35:21] - ANTIXITER: |AVISO[1]| Pedro_Kaua(12) disparou 10 tiros continuamente com a arma: M4(31)
[06/07/2021 - 19:42:24] - ANTIXITER: |AVISO[2]| Pedro_Kaua(12) disparou 10 tiros continuamente com a arma: M4(31)
[06/07/2021 - 20:28:41] - ANTIXITER: Natan_Insane[9] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 22:58:20] - ANTIXITER: |AVISO[1]| Motta(9) disparou 10 tiros continuamente com a arma: M4(31)
[06/07/2021 - 23:29:59] - ANTIXITER: Natan_Insane[0] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 23:30:05] - ANTIXITER: Natan_Insane[0] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 23:30:19] - ANTIXITER: Natan_Insane[0] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 23:30:27] - ANTIXITER: Natan_Insane[0] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 23:30:31] - ANTIXITER: Natan_Insane[0] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 23:30:37] - ANTIXITER: Natan_Insane[0] parece estar usando auto cbug, /tvon nele rápido!
[06/07/2021 - 23:34:02] - ANTIXITER: |AVISO[5]| Miguel_Malta(16) Está com suspeita de AIMBOT, faixa de tiro: Deagle(faixa normal:35.000000)
[06/07/2021 - 23:34:03] - ANTIXITER: |AVISO[6]| Miguel_Malta(16) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 23:34:03] - ANTIXITER: |AVISO[6]| Miguel_Malta(16) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 23:34:04] - ANTIXITER: |AVISO[7]| Miguel_Malta(16) Está com suspeita de AIMBOT, faixa de tiro: Deagle(faixa normal:35.000000)
[06/07/2021 - 23:34:04] - ANTIXITER: |AVISO[7]| (77) Está com suspeita de Aimbot(Hit with Random Aim with â)
[06/07/2021 - 23:34:09] - ANTIXITER: |AVISO[8]| Miguel_Malta(16) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 23:34:09] - ANTIXITER: |AVISO[8]| Miguel_Malta(16) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 23:34:10] - ANTIXITER: |AVISO[9]| Miguel_Malta(16) Está com suspeita de AIMBOT, faixa de tiro: Deagle(faixa normal:35.000000)
[06/07/2021 - 23:34:13] - ANTIXITER: |AVISO[10]| Miguel_Malta(16) Está com suspeita de AIMBOT, faixa de tiro: Deagle(faixa normal:35.000000)
[06/07/2021 - 23:34:15] - ANTIXITER: |AVISO[11]| Miguel_Malta(16) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 23:34:15] - ANTIXITER: |AVISO[11]| Miguel_Malta(16) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 23:34:16] - ANTIXITER: |AVISO[12]| Miguel_Malta(16) Está com suspeita de AIMBOT, faixa de tiro: Deagle(faixa normal:35.000000)
[06/07/2021 - 23:34:16] - ANTIXITER: |AVISO[12]| (77) Está com suspeita de Aimbot(Hit with Random Aim with ´)
[06/07/2021 - 23:34:17] - ANTIXITER: |AVISO[13]| Miguel_Malta(16) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 23:34:17] - ANTIXITER: |AVISO[13]| Miguel_Malta(16) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[06/07/2021 - 23:42:53] - ANTIXITER: |AVISO[7]| Marcos_thyago$2(13) disparou 10 tiros continuamente com a arma: M4(31)
[07/07/2021 - 00:15:30] - ANTIXITER: Natan_Insane[13] parece estar usando auto cbug, /tvon nele rápido!
[07/07/2021 - 01:27:08] - ANTIXITER: Natan_Insane[15] parece estar usando auto cbug, /tvon nele rápido!
[07/07/2021 - 03:00:54] - ANTIXITER: |AVISO[3]| Ghostx_Non(6) Está com suspeita de AIMBOT, faixa de tiro: Deagle(faixa normal:35.000000)
[07/07/2021 - 03:00:55] - ANTIXITER: |AVISO[5]| (76) Está com suspeita de Aimbot(Hit with Random Aim with ¾)
[07/07/2021 - 03:00:56] - ANTIXITER: |AVISO[4]| Ghostx_Non(6) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[07/07/2021 - 03:00:56] - ANTIXITER: |AVISO[4]| Ghostx_Non(6) Está possivelmente usando PRO-AIM (Teleport Detectedo)
[07/07/2021 - 03:00:57] - ANTIXITER: |AVISO[5]| Ghostx_Non(6) Está com suspeita de AIMBOT, faixa de tiro: Deagle(faixa normal:35.000000)
[07/07/2021 - 03:00:57] - ANTIXITER: |AVISO[5]| (71) Está com suspeita de Aimbot(Hit with Random Aim with þ)
[07/07/2021 - 04:23:51] - ANTIXITER: |AVISO[18]| carioca_zk(2) disparou 10 tiros continuamente com a arma: M4(31)
[07/07/2021 - 04:28:43] - ANTIXITER: |AVISO[5]| texugo_gg(8) disparou 10 tiros continuamente com a arma: M4(31)
[07/07/2021 - 04:30:30] - ANTIXITER: |AVISO[6]| texugo_gg(8) disparou 10 tiros continuamente com a arma: M4(31)
[07/07/2021 - 04:30:31] - ANTIXITER: |AVISO[7]| texugo_gg(8) disparou 10 tiros continuamente com a arma: M4(31)
[07/07/2021 - 04:38:14] - ANTIXITER: |AVISO[2]| Motta(1) disparou 10 tiros continuamente com a arma: M4(31)
[07/07/2021 - 04:39:05] - ANTIXITER: |AVISO[8]| texugo_gg(8) disparou 10 tiros continuamente com a arma: M4(31)
[07/07/2021 - 04:43:09] - ANTIXITER: |AVISO[9]| texugo_gg(8) disparou 10 tiros continuamente com a arma: M4(31)
[07/07/2021 - 05:02:10] - ANTIXITER: Kadu_Ssj[10] parece estar puxando armas pelo s0beit, /tvon nele rápido !
[07/07/2021 - 05:02:18] - ANTIXITER: Kadu_Ssj[10] parece estar puxando armas pelo s0beit, /tvon nele rápido !
[07/07/2021 - 05:02:45] - ANTIXITER: Kadu_Ssj[10] parece estar puxando armas pelo s0beit, /tvon nele rápido !
